genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Crassitudochiton,265.000,259.000,1,0,NaN
Crassopleura,5.332,2.588,11,11,0.1227
Crassostrea,55.800,0.000,34,2,0.1723
Crassumbo,360.700,353.800,9,0,NaN
Crateraster,112.030,65.500,25,5,0.1723
Craterastraea,164.700,109.000,3,2,0.0247
Craterella,83.500,70.600,5,2,0.0034
Crateroceras,428.200,416.000,1,0,NaN
Craterophyllum,443.700,418.700,3,0,NaN
Crateroseris,161.200,155.700,2,2,0.0073
Craterospongiella,471.800,460.900,1,0,NaN
Craticularia,189.600,70.600,59,14,0.0373
Cravenia,345.300,342.800,6,0,NaN
Cravenoceras,326.400,318.100,5,4,0.4855
Cravenoceratoides,326.400,318.100,2,2,0.5000
Creagroptera,150.800,145.500,1,1,0.1111
Cremacrinus,455.800,449.500,38,5,0.0074
Cremnoceramus,93.500,70.600,19,0,NaN
Cremnorthis,457.500,452.000,2,0,NaN
Crenaleya,23.030,13.650,2,0,NaN
Crenamussium,221.500,215.560,1,1,0.0356
Crenaturricula,65.500,61.700,1,0,NaN
Crenavolva,2.588,0.012,1,0,NaN
Crenella,70.600,11.608,4,0,NaN
Creniceras,155.700,150.800,2,0,NaN
Crenilabium,28.400,23.030,1,0,NaN
Crenipecten,339.400,175.600,4,0,NaN
Crenispirifer,342.800,252.300,42,6,0.0591
Crenistriella,391.900,388.100,1,0,NaN
Crenoptychoptera,150.800,145.500,1,1,1.0000
Crenulazona,391.900,383.700,5,1,0.0345
Crenulipora,402.500,391.900,2,0,NaN
Crenulites,460.900,449.500,2,0,NaN
Crepicephalina,513.000,505.000,2,0,NaN
Crepicephalus,501.000,488.300,8,2,0.1988
Crepidacantha,0.00944,0.007145,6,0,NaN
Crepidula,13.650,2.588,9,2,0.0273
Crepipora,478.600,426.200,12,0,NaN
Crepitacella,3.600,2.588,2,0,NaN
Creseis,0.126,0.012,1,0,NaN
Crestjahitus,530.000,520.000,5,0,NaN
Cretaneophya,145.500,140.200,1,1,0.0137
Cretatrizocheles,105.300,93.500,1,0,NaN
Cretirhynchia,130.000,70.600,10,7,0.0024
Cretorabus,145.500,140.200,1,1,1.0000
Creusia,13.650,5.332,16,1,0.0095
Cribanocrinus,360.700,326.400,11,3,0.0320
Cribellopora,3.600,2.588,1,0,NaN
Cribrilaria,20.430,0.007145,13,0,NaN
Cribrilina,0.00944,0.007145,1,0,NaN
Cribroconcha,295.000,268.000,7,0,NaN
Cribrospongia,247.200,93.500,80,35,0.0635
Cribrothalamia,212.000,205.600,4,0,NaN
Criccophorina,205.600,201.600,1,0,NaN
Crickites,379.500,376.100,3,0,NaN
Crimites,295.000,279.500,11,9,0.0189
Crinerocrinus,460.900,449.500,1,1,0.0018
Crinisarina,376.100,345.300,4,2,0.0151
Crioceratites,140.200,125.450,47,3,0.0615
Criosarasinella,140.200,136.400,9,2,0.0068
Crisia,136.400,0.125,14,0,NaN
Crisina,70.600,65.500,1,1,0.0422
Crisisina,70.600,58.700,10,10,0.3759
Crispatotrochus,37.200,33.900,1,0,NaN
Crittendenia,252.300,247.200,8,2,0.0295
Crockfordia,290.100,268.000,2,0,NaN
Croixana,498.500,488.300,4,0,NaN
Crommium,65.500,33.900,4,0,NaN
Cromus,460.900,421.300,13,0,NaN
Cronius,5.332,2.588,1,0,NaN
Cronyphyllum,428.200,422.900,1,0,NaN
Crossalosia,339.400,336.000,1,0,NaN
Crossata,0.126,0.012,1,0,NaN
Crossbitheca,530.000,520.000,1,0,NaN
Crossotonotus,13.650,11.608,1,0,NaN
Crotalocephalina,416.000,409.100,17,1,0.0007
Crotalocephalus,412.300,382.400,2,0,NaN
Crotalocrinites,436.000,409.100,21,2,0.0089
Crownopora,471.800,460.900,1,0,NaN
Crozonaspis,466.000,460.900,1,0,NaN
Crucibulum,70.600,0.012,8,2,0.0055
Crucicyathus,520.000,516.000,1,0,NaN
Cruralina,155.700,130.000,2,0,NaN
Cruratula,242.000,221.500,15,9,0.0385
Cruricella,279.500,268.000,20,16,0.0358
Crurirhynchia,247.200,242.000,6,4,0.0121
Crurispina,391.900,383.700,14,0,NaN
Crurithyris,409.100,247.200,198,66,0.0856
Crymocoelia,272.500,268.000,3,0,NaN
Cryphiocrinus,336.000,326.400,1,1,0.0072
Cryptacanthia,318.100,272.500,6,1,0.0013
Cryptangia,23.030,7.246,5,0,NaN
Cryptaporocyathus,530.000,516.000,4,0,NaN
Cryptaulax,212.000,99.600,13,6,0.0191
Cryptechinus,15.970,13.650,1,0,NaN
Crypthelia,37.200,33.900,1,0,NaN
Cryptoblastus,360.700,353.800,1,0,NaN
Cryptocoelia,298.900,201.600,76,0,NaN
Cryptocoeliopsis,212.000,161.200,2,1,0.0303
Cryptocoenia,167.700,89.300,138,22,0.0580
Cryptoconus,65.500,28.400,2,1,0.0001
Cryptocrinites,463.500,460.900,2,0,NaN
Cryptogoleus,460.900,449.500,1,0,NaN
Cryptograptus,466.000,455.800,2,0,NaN
Cryptolithoides,460.900,443.700,5,0,NaN
Cryptolithus,471.800,443.700,99,75,0.1059
Cryptolucina,130.000,125.450,9,0,NaN
Cryptomya,0.126,0.012,1,0,NaN
Cryptonella,412.300,376.100,14,0,NaN
Cryptonerita,247.200,235.000,5,5,0.0756
Cryptopecten,15.970,0.012,8,1,0.0030
Cryptophragmus,460.900,449.500,24,0,NaN
Cryptophyllum,360.700,345.300,1,0,NaN
Cryptophyllus,468.100,383.700,26,0,NaN
Cryptoplax,11.608,5.332,2,0,NaN
Cryptoplocus,164.700,145.500,6,0,NaN
Cryptoporocyathus,530.000,516.000,20,0,NaN
Cryptorhynchia,175.600,164.700,5,0,NaN
Cryptospirifer,272.500,259.000,20,4,0.3799
Cryptostomella,65.500,61.700,1,1,0.0041
Cryptosula,7.246,5.332,2,0,NaN
Csernyeiceras,183.000,167.700,2,2,0.0749
Ctena,28.400,0.119,40,2,0.0026
Ctenactis,5.332,0.086,7,0,NaN
Ctenalosia,298.900,265.000,17,1,0.0000
Ctenella,14.5,13.8,3,0,NaN
Ctenicerium,145.500,140.200,6,6,0.0137
Ctenilyria,37.200,23.030,2,0,NaN
Ctenobactrites,268.000,265.000,1,0,NaN
Ctenobolbina,452.000,449.500,11,0,NaN
Ctenocardia,2.588,0.000,1,0,NaN
Ctenocephalus,513.000,501.000,1,0,NaN
Ctenoceras,463.500,452.000,11,7,0.9057
Ctenocheles,65.500,61.700,2,0,NaN
Ctenocrinus,428.200,412.300,3,0,NaN
Ctenocystis,513.000,505.000,2,0,NaN
Ctenodonta,478.600,416.000,123,19,0.0395
Ctenoides,150.800,0.119,26,18,0.0173
Ctenokoninckina,235.000,221.500,1,0,NaN
Ctenostreon,205.600,136.400,117,80,0.0160
Cubacula,306.950,298.900,2,0,NaN
Cubanaster,37.200,33.900,1,0,NaN
Cubanothyris,235.000,221.500,2,0,NaN
Cubasphinctes,161.200,155.700,4,0,NaN
Cubitostrea,70.600,7.246,35,3,0.1151
Cuccoceras,247.200,242.000,3,3,0.0662
Cuctienophyllum,391.900,383.700,3,0,NaN
Cucullaea,183.000,0.012,138,72,0.0326
Cucullaria,65.500,61.700,2,2,0.0231
Cuersithyris,189.600,183.000,7,0,NaN
Cuifastraea,242.000,183.000,15,4,0.0163
Cuifia,235.000,201.600,30,2,0.0615
Culicia,28.400,0.781,13,0,NaN
Cullisonia,488.300,468.100,13,12,0.6238
Culmicrinus,345.300,342.800,1,1,0.0042
Cultellus,70.600,65.500,3,3,0.0302
Cumberloceras,488.300,478.600,1,0,NaN
Cumingia,5.332,0.121,2,0,NaN
Cummingella,360.700,290.100,22,3,0.5348
Cunctocrinus,388.100,383.700,3,2,0.0048
Cuneamya,455.800,426.200,27,9,0.0372
Cuneigervillia,201.600,196.500,6,2,0.7609
Cuneiphycus,314.600,298.900,5,0,NaN
Cuneirhynchia,201.600,183.000,22,18,0.0232
Cuneoceratina,189.600,183.000,2,0,NaN
Cuneocorbula,65.500,33.900,7,6,0.0148
Cuneocythere,33.900,23.030,1,0,NaN
Cunningtoniceras,99.600,93.500,3,0,NaN
Cunnolites,93.500,40.400,111,9,0.1383
Cuparius,471.800,468.100,7,0,NaN
Cuphotifer,150.800,145.500,1,1,0.0109
Cupressocrinites,416.000,360.700,11,1,0.0145
Cupuladria,3.600,2.588,1,0,NaN
Cupularia,23.030,2.588,3,0,NaN
Cupularostrum,418.700,353.800,32,18,0.0291
Cupulocorona,428.200,426.200,19,0,NaN
Cupulocrinus,471.800,422.900,66,17,0.0203
Curculium,145.500,140.200,1,1,0.0137
Curdus,516.000,513.000,2,0,NaN
Curionia,247.200,232.000,11,1,0.0022
Curriella,443.700,428.200,1,0,NaN
Curtoceras,478.600,460.900,14,4,0.1515
Curtoseries,221.500,201.600,4,0,NaN
Curuckamara,268.000,265.000,1,1,0.6667
Curvostrea,105.300,89.300,13,7,0.0720
Cusacrinus,360.700,353.800,3,2,0.1389
Cuspidaria,167.700,11.608,28,12,0.0084
Cuvierina,13.650,0.012,2,0,NaN
Cyathactis,449.500,418.700,23,0,NaN
Cyathaxonia,428.200,259.000,41,6,0.0210
Cyathidium,65.500,61.700,1,0,NaN
Cyathocarinia,298.900,268.000,5,0,NaN
Cyathoceras,65.500,7.246,4,0,NaN
Cyathocidaris,89.300,83.500,4,0,NaN
Cyathoclisia,353.800,345.300,17,0,NaN
Cyathocoenia,247.200,33.900,19,4,0.0798
Cyathocricus,516.000,513.000,1,0,NaN
Cyathocrinites,436.000,254.000,53,7,0.0078
Cyathocrinus,428.200,254.000,12,0,NaN
Cyathocylindrium,391.900,388.100,1,0,NaN
Cyathocystis,460.900,455.800,5,3,0.0178
Cyathomorpha,109.000,105.300,1,0,NaN
Cyathopaedium,391.900,383.700,4,0,NaN
Cyathophora,171.600,93.500,122,28,0.0194
Cyathophylliopsis,171.600,167.700,2,0,NaN
Cyathophylloides,452.000,439.000,15,3,0.5052
Cyathophyllum,428.200,254.000,58,0,NaN
Cyathoseris,70.600,0.012,69,10,0.0188
Cyathotrochus,0.082,0.082,1,0,NaN
Cyathus,306.950,252.300,127,0,NaN
Cybantyx,428.200,422.900,1,0,NaN
Cybele,460.900,443.700,1,0,NaN
Cybeloides,468.100,443.700,37,8,0.0418
Cybelopsis,478.600,468.100,18,0,NaN
Cybelurus,471.800,457.500,13,0,NaN
Cyclacantharia,290.100,259.000,62,3,0.3158
Cyclaster,83.500,13.650,9,5,0.1377
Cyclinella,20.5,2.588,3,0,NaN
Cycliphyllia,221.500,201.600,17,2,0.0166
Cyclismilia,201.600,189.600,2,0,NaN
Cyclites,339.400,314.600,2,1,0.0019
Cyclobathmus,265.000,247.200,6,0,NaN
Cyclocardia,89.300,2.588,2,1,0.0049
Cyclocaudex,311.450,303.400,3,0,NaN
Cycloceltites,212.000,201.600,2,1,0.0673
Cycloceras,471.800,318.100,11,0,NaN
Cyclochaetetes,388.100,383.700,2,0,NaN
Cycloclema,83.500,70.600,2,0,NaN
Cycloconcha,466.000,443.700,7,4,0.0249
Cyclocrista,311.450,306.950,1,0,NaN
Cyclocyathella,520.000,513.000,11,0,NaN
Cyclocyclicus,488.300,376.100,6,2,0.0562
Cyclocyrtonella,416.000,391.900,3,1,0.0208
Cyclocystoides,466.000,449.500,27,2,0.0004
Cycloholcus,501.000,488.300,1,0,NaN
Cyclolites,171.600,33.900,23,1,0.0032
Cyclolitopsis,37.200,33.900,1,1,0.0064
Cyclolituites,466.000,449.500,1,0,NaN
Cyclolobus,259.000,252.300,12,0,NaN
Cyclolorenzella,501.000,501.000,1,0,NaN
Cyclomussa,23.030,20.430,1,0,NaN
Cyclonema,466.000,360.700,227,107,0.0492
Cyclopecten,7.8,2.588,5,4,0.0128
Cyclopelta,412.300,409.100,1,0,NaN
Cycloperiella,3.600,0.007145,2,0,NaN
Cyclophyllopsis,189.600,183.000,1,1,0.1157
Cycloprosopon,161.200,155.700,4,0,NaN
Cyclopyge,488.300,445.600,45,0,NaN
Cyclora,468.100,436.000,31,1,0.7241
Cyclorisma,93.500,65.500,3,0,NaN
Cycloscapus,311.450,306.950,1,0,NaN
Cycloseris,136.400,0.005,54,3,0.0116
Cycloserpula,167.700,145.500,15,6,0.0266
Cyclospira,455.800,428.200,46,3,0.0217
Cyclospongia,443.700,422.900,1,0,NaN
Cyclostomaria,189.600,183.000,2,2,0.0204
Cyclostomiceras,488.300,449.500,9,3,0.0595
Cyclostrema,0.126,0.000,5,4,0.0377
Cyclostremiscus,15.970,2.588,5,0,NaN
Cyclothyreus,150.800,145.500,3,0,NaN
Cyclothyris,136.400,70.600,12,4,0.0345
Cyclotrypa,305.900,201.600,16,1,0.3333
Cyclozyga,360.700,345.300,1,0,NaN
Cydonocephalus,471.800,457.500,17,0,NaN
Cydonocrinus,318.100,306.950,1,0,NaN
Cydrocrinus,345.300,342.800,2,2,0.0021
Cylichna,167.700,0.012,15,7,0.0118
Cylichnania,28.400,23.030,1,0,NaN
Cylichnella,28.400,0.012,4,0,NaN
Cylicioscapha,298.900,272.500,5,2,0.0894
Cylicocrinus,428.200,422.900,3,0,NaN
Cylicopsis,155.700,136.400,6,0,NaN
Cylindrites,167.700,125.450,20,9,0.0095
Cylindritopsis,279.500,252.300,26,10,0.0190
Cylindrobullina,251.300,164.700,16,7,0.0270
Cylindrophyllum,391.900,383.700,9,0,NaN
Cylindrophyma,161.200,145.500,50,30,0.0703
Cylismilia,161.200,150.800,2,1,0.1429
Cyllene,55.800,48.600,1,1,0.0069
Cyllonium,145.500,140.200,2,2,0.0137
Cymaclymenia,364.700,360.700,3,2,0.2762
Cymatium,33.900,0.119,25,11,0.0042
Cymatoceras,155.700,93.500,5,0,NaN
Cymatochiton,259.000,254.000,4,0,NaN
Cymatoica,3.600,2.588,1,0,NaN
Cymatonautilus,164.700,161.200,1,0,NaN
Cymatonota,471.800,421.300,38,1,0.0005
Cymatopegma,494.000,488.300,1,0,NaN
Cymatophlebia,155.700,140.200,14,4,0.0390
Cymatorhynchia,171.600,155.700,27,11,0.1063
Cymatospira,339.400,305.900,25,13,0.0747
Cymatosyrinx,5.332,2.588,1,0,NaN
Cymbidium,422.900,418.700,3,0,NaN
Cymbiocrinus,336.000,326.400,24,24,0.0068
Cymbiola,0.126,0.012,7,4,0.0230
Cymbium,7.246,5.332,4,0,NaN
Cymbophora,70.600,65.500,2,0,NaN
Cymbricia,513.000,501.000,1,1,0.0180
Cymbularia,463.500,409.100,18,1,0.0067
Cymia,16.3,0.012,6,3,0.0215
Cymoceras,318.100,314.600,5,0,NaN
Cymosmilia,167.700,150.800,2,0,NaN
Cymostrophia,428.200,383.700,56,13,0.0050
Cynarina,3.600,0.005,10,1,0.0149
Cyndalia,259.000,254.000,1,1,0.0022
Cynisca,15.970,11.608,1,0,NaN
Cypellia,161.200,150.800,58,21,0.0503
Cypellospongia,251.300,247.200,4,0,NaN
Cyphaspides,412.300,388.100,14,0,NaN
Cyphaspis,460.900,383.700,9,0,NaN
Cyphastrea,37.200,0.00299,223,48,0.0690
Cyphinioides,360.700,345.300,1,0,NaN
Cyphocrinus,428.200,422.900,5,0,NaN
Cyphoma,3.600,0.119,6,2,0.0043
Cyphoproetus,455.800,428.200,12,0,NaN
Cyphosoma,70.600,65.500,1,0,NaN
Cyphotalosia,360.700,353.800,5,0,NaN
Cyphoterorhynchus,388.100,376.100,11,0,NaN
Cyphotrypa,452.000,383.700,23,0,NaN
Cypraea,70.600,0.007711,211,7,0.0068
Cypraecassis,6.6,0.012,5,4,0.0143
Cypraedia,55.800,33.900,6,0,NaN
Cypraeolina,0.012,0.000,1,1,0.0714
Cypraeorbis,58.700,28.400,3,0,NaN
Cypricardella,391.900,326.400,15,3,0.0059
Cypricardinia,488.300,254.000,43,9,0.0093
Cypricardites,455.800,443.700,4,4,0.0037
Cypridea,167.700,140.200,2,0,NaN
Cypridella,290.100,259.000,6,0,NaN
Cypridellina,306.950,265.000,9,0,NaN
Cypridina,418.700,254.000,11,0,NaN
Cypridinella,339.400,265.000,5,0,NaN
Cypridopsis,15.970,11.608,1,0,NaN
Cyprimeria,85.800,2.588,4,1,0.0030
Cyptendoceras,478.600,471.800,10,7,0.2407
Cyrbasia,15.970,0.000,9,0,NaN
Cyrolexis,272.500,252.300,16,5,0.0681
Cyrtactinoceras,466.000,457.500,5,0,NaN
Cyrtella,295.000,279.500,19,3,0.2371
Cyrtendoceras,478.600,468.100,3,0,NaN
Cyrtia,439.000,201.600,56,9,0.0206
Cyrtina,428.200,201.600,134,28,0.0310
Cyrtinaella,416.000,402.500,3,2,0.0051
Cyrtinopsis,416.000,391.900,5,1,0.0073
Cyrtiopsis,383.700,360.700,22,0,NaN
Cyrtiorina,376.100,370.600,6,2,0.5292
Cyrtobaltoceras,478.600,468.100,2,2,0.0151
Cyrtoceras,452.000,345.300,28,1,0.0024
Cyrtocerina,460.900,443.700,28,6,0.7937
Cyrtoclymenia,370.600,360.700,3,2,0.0148
Cyrtocrinus,164.700,155.700,1,0,NaN
Cyrtodaria,65.500,61.700,1,0,NaN
Cyrtodechenella,388.100,383.700,2,0,NaN
Cyrtodonta,468.100,422.900,75,15,0.0245
Cyrtodontula,466.000,443.700,53,7,0.0381
Cyrtogomphoceras,452.000,443.700,33,0,NaN
Cyrtograptus,428.200,422.900,3,0,NaN
Cyrtolites,468.100,383.700,71,8,0.0343
Cyrtometopella,457.500,452.000,2,0,NaN
Cyrtometopus,488.300,443.700,7,1,0.0180
Cyrtonella,471.800,449.500,2,0,NaN
Cyrtonotella,471.800,443.700,4,0,NaN
Cyrtonybyoceras,466.000,460.900,4,0,NaN
Cyrtophyllites,150.800,140.200,4,3,0.2321
Cyrtophyllum,460.900,443.700,10,0,NaN
Cyrtoproetus,360.700,326.400,7,0,NaN
Cyrtorhina,40.400,37.200,1,0,NaN
Cyrtorizoceras,460.900,422.900,13,1,1.0000
Cyrtorostra,298.900,254.000,44,7,0.0293
Cyrtosiceras,150.800,145.500,5,2,0.0039
Cyrtospira,460.900,418.700,27,0,NaN
Cyrtospirifer,388.100,370.600,127,31,0.0618
Cyrtostropha,452.000,421.300,28,0,NaN
Cyrtosymbole,360.700,345.300,3,3,0.0837
Cyrtosymboloides,409.100,388.100,6,0,NaN
Cyrtothoracoceras,345.000,336.000,1,0,NaN
Cyrtothyris,125.450,112.030,3,3,1.0000
Cyrtovaginoceras,478.600,466.000,4,0,NaN
Cystaster,452.000,449.500,2,0,NaN
Cystauletes,303.400,252.300,24,8,0.1677
Cystelasma,345.000,336.000,1,0,NaN
Cysticamara,488.300,478.600,1,0,NaN
Cysticyathus,530.000,520.000,3,0,NaN
Cystihalysites,436.000,416.000,26,0,NaN
Cystihexagonaria,383.700,376.100,2,0,NaN
Cystiphorolites,443.700,428.200,1,0,NaN
Cystiphylloides,418.700,383.700,118,6,0.0050
Cystiphyllum,439.000,383.700,71,0,NaN
Cystiscus,0.012,0.000,2,2,0.0535
Cystispongia,93.500,70.600,4,1,0.0058
Cystistroma,460.900,455.800,7,0,NaN
Cystitrypa,235.000,221.500,1,0,NaN
Cystocerium,428.200,422.900,5,0,NaN
Cystocladia,314.600,306.950,1,1,0.0318
Cystodictya,388.100,272.500,22,2,0.1097
Cystolonsdaleia,314.600,295.000,9,0,NaN
Cystomichelinia,290.100,259.000,41,0,NaN
Cystophrentis,364.700,360.700,2,0,NaN
Cystostroma,460.900,360.700,17,0,NaN
Cystothalamia,279.500,215.560,48,12,0.0406
Cystothalamiella,460.900,418.700,18,0,NaN
Cythara,3.600,2.588,1,0,NaN
Cytharella,0.126,0.012,1,0,NaN
Cythere,259.000,99.600,5,0,NaN
Cytherea,112.030,70.600,2,0,NaN
Cythereis,259.000,55.800,28,0,NaN
Cytherella,391.900,13.650,94,0,NaN
Cytherellina,254.000,242.000,6,0,NaN
Cytherelloidea,205.600,0.000,29,3,0.0087
Cytheretta,70.600,5.332,4,0,NaN
Cytheridea,7.246,5.332,1,0,NaN
Cytheriopsis,37.200,33.900,1,0,NaN
Cytherois,23.030,20.430,1,0,NaN
Cytheromorpha,28.400,0.000,2,0,NaN
Cytheropteron,251.300,13.650,8,0,NaN
Cytocrinus,436.000,422.900,3,0,NaN
Cytoracia,155.700,70.600,12,1,0.0029
Dabashanella,520.000,516.000,1,0,NaN
Dacromya,161.200,155.700,2,2,0.0530
Dacrydium,70.600,11.608,3,0,NaN
Dactylaraea,161.200,155.700,1,0,NaN
Dactylioceras,183.000,182.000,6,1,0.0588
Dactylocalyx,161.200,155.700,1,1,0.0097
Dactylocephalus,488.300,478.600,10,1,0.2308
Dactylocrinus,383.700,382.400,1,0,NaN
Dactylogonia,468.100,460.900,8,0,NaN
Dactylotreta,501.000,478.600,5,0,NaN
Dadocrinus,247.200,242.000,2,0,NaN
Daghanirhynchia,171.600,155.700,160,37,0.1165
Dagnachonetes,388.100,383.700,7,2,0.0295
Dagnoceras,251.300,247.200,2,0,NaN
Dagyspirifer,221.500,205.600,1,0,NaN
Daharella,268.000,259.000,5,5,0.0717
Daidia,452.000,445.600,9,0,NaN
Daira,13.650,2.588,15,4,0.0110
Daixites,303.400,298.900,2,0,NaN
Dakeoceras,488.300,468.100,13,5,0.7402
Dalaia,295.000,290.100,2,0,NaN
Daldorfia,48.600,37.200,1,0,NaN
Dalejeproetus,416.000,409.100,8,0,NaN
Dalejina,439.000,388.100,107,16,0.0179
Dalmanella,488.300,252.300,538,432,0.2523
Dalmanites,443.700,388.100,74,4,0.0073
Dalmanitina,466.000,443.700,17,0,NaN
Dalmanophyllum,443.700,428.200,5,0,NaN
Dalmasiceras,145.500,140.200,1,1,0.2500
Damesella,505.000,501.000,1,0,NaN
Damesites,89.300,83.500,3,0,NaN
Damesops,501.000,501.000,1,0,NaN
Danilia,65.500,34.300,5,0,NaN
Danoceras,460.900,443.700,2,2,0.0772
Daonella,247.200,205.600,59,8,0.0473
Daphnella,3.600,0.113,4,0,NaN
Daraelites,295.000,265.000,8,6,0.0418
Darbandia,272.500,268.000,3,3,0.1406
Dardanus,13.650,2.588,3,0,NaN
Dareithyris,247.200,242.000,2,0,NaN
Darkaoceras,388.100,383.700,1,1,0.2260
Daronia,37.200,33.900,1,0,NaN
Darvasia,279.500,272.500,1,0,NaN
Darwasophyllum,298.900,290.100,1,0,NaN
Darwinula,171.600,167.700,1,0,NaN
Dasmiopsis,85.800,70.600,1,0,NaN
Dasmosmilia,83.500,0.082,3,0,NaN
Dasometopus,513.000,501.000,3,0,NaN
Dasyalosia,272.500,254.000,18,0,NaN
Dasyleptus,242.000,235.000,1,1,1.0000
Dasysaria,298.900,272.500,27,15,0.0438
Daubichites,272.500,265.000,3,0,NaN
Davidaster,0.126,0.012,1,0,NaN
Davidiceras,130.000,125.450,4,1,0.0345
Davidsonella,183.000,175.600,2,2,0.0190
Davidsonia,391.900,336.000,4,0,NaN
Davidsonina,342.800,336.000,4,0,NaN
Daviesiella,339.400,268.000,6,0,NaN
Dawania,466.000,460.900,1,0,NaN
Dawsonelloides,412.300,409.100,4,0,NaN
Dawsonia,513.000,501.000,5,0,NaN
Dawsonoceras,452.000,388.100,37,3,0.0531
Daxatina,235.000,232.000,13,0,NaN
Dayia,422.900,418.700,3,0,NaN
Deacheospira,463.500,455.800,20,0,NaN
Deacybele,457.500,452.000,1,0,NaN
Deadwoodia,501.000,488.300,6,0,NaN
Debrunia,130.000,125.450,2,0,NaN
Decadocrinus,388.100,342.800,4,3,0.0260
Decameros,125.450,122.460,1,0,NaN
Decaschisma,436.000,422.900,8,0,NaN
Decatopecten,15.970,0.12,12,1,0.0015
Deceptioncyathus,520.000,516.000,2,0,NaN
Deceptrix,466.000,443.700,38,18,0.0875
Dechenella,412.300,383.700,73,2,0.0053
Decipia,161.200,155.700,1,0,NaN
Deckera,501.000,488.300,15,1,0.0035
Deckeroceras,460.900,449.500,2,0,NaN
Decoriatrivia,3.600,2.588,1,0,NaN
Decorites,318.100,314.600,6,6,0.0437
Decorochilina,422.900,388.100,8,3,0.0696
Decoroproetus,457.500,412.300,43,8,0.0370
Decoropugnax,428.200,412.300,5,0,NaN
Decoroscutellum,416.000,412.300,6,0,NaN
Decorospira,409.100,388.100,3,3,0.0480
Decurtella,247.200,205.600,28,8,0.0183
Defordia,279.500,272.500,13,0,NaN
Defrancia,33.900,15.970,7,0,NaN
Defranciopora,145.500,130.000,2,1,0.0213
Degeletticyathus,520.000,513.000,27,0,NaN
Dehornella,164.700,122.460,36,3,0.0128
Deikella,99.600,93.500,3,3,0.0041
Deiphon,443.700,418.700,23,3,0.0140
Deiracephalus,501.000,488.300,1,0,NaN
Deiracorallium,449.500,443.700,24,8,0.1895
Deiroceras,460.900,391.900,8,1,1.0000
Dekayella,460.900,449.500,38,0,NaN
Dekayia,468.100,443.700,27,0,NaN
Delaria,279.500,268.000,39,8,0.8322
Delecticeras,167.700,164.700,1,0,NaN
Delepinea,345.000,342.800,26,22,0.0647
Delepinella,360.700,345.300,1,1,1.0000
Delgadella,520.000,513.000,9,0,NaN
Delijania,212.000,205.600,1,0,NaN
Dellea,501.000,488.300,24,1,0.1368
Delocrinus,345.000,279.500,18,12,0.0925
Delops,428.200,422.900,1,0,NaN
Delpeya,112.030,93.500,2,1,0.0027
Delphinites,140.200,136.400,2,0,NaN
Delphinuella,388.100,383.700,1,0,NaN
Delphinula,23.030,2.588,5,1,0.0667
Delphinulopsis,247.200,205.600,15,10,0.0035
Deltadechenella,391.900,388.100,4,0,NaN
Deltarhynchia,167.700,164.700,5,0,NaN
Delthyris,428.200,353.800,47,1,0.1538
Deltoblastus,290.100,279.500,1,1,0.2000
Deltoceras,466.000,457.500,1,0,NaN
Deltocyathus,37.200,2.588,6,0,NaN
Deltoideum,161.200,150.800,21,17,0.0114
Deltoidonautilus,55.800,37.200,8,0,NaN
Deltopecten,295.000,265.000,9,2,0.0091
Demonedys,272.500,268.000,11,11,0.0140
Denaecyathellus,520.000,516.000,1,0,NaN
Denaecyathus,520.000,513.000,5,0,NaN
Denaspis,516.000,513.000,1,0,NaN
Denayella,388.100,383.700,1,0,NaN
Denckmannia,182.000,175.600,2,0,NaN
Denckmannites,443.700,428.200,2,0,NaN
Dendostrea,23.030,0.007145,16,0,NaN
Dendracis,58.700,2.588,32,2,0.0307
Dendraraea,171.600,93.500,52,6,0.0502
Dendrastrea,167.700,161.200,2,0,NaN
Dendrocrinus,471.800,412.300,36,5,0.0074
Dendrocyathus,516.000,513.000,1,0,NaN
Dendrocystoides,455.800,445.600,1,0,NaN
Dendroecia,145.500,130.000,4,0,NaN
Dendrograptus,501.000,445.600,24,0,NaN
Dendrogyra,20.430,0.00015,23,2,0.0358
Dendrohelia,161.200,145.500,8,2,0.0318
Dendrophyllia,70.600,0.012,94,7,0.0291
Dendropoma,0.129,0.003625,14,1,0.0013
Dendropora,402.500,265.000,10,1,1.0000
Dendropupa,318.100,314.600,2,2,0.0014
Dendrosmilia,161.200,70.600,4,1,0.1667
Dendrostella,416.000,376.100,38,0,NaN
Dendrostrea,0.781,0.119,3,3,0.0163
Dendrostroma,391.900,376.100,12,0,NaN
Denemarkia,412.300,409.100,3,0,NaN
Deningeria,265.000,205.600,20,2,0.0742
Densastroma,436.000,412.300,14,4,0.0368
Densepustula,314.600,306.950,1,1,0.3333
Densocyathus,516.000,513.000,4,0,NaN
Densonella,501.000,488.300,1,0,NaN
Dentalium,422.900,0.012,75,20,0.0052
Dentanitella,388.100,383.700,1,0,NaN
Dentarene,0.126,0.012,1,0,NaN
Dentatocyathus,516.000,513.000,1,0,NaN
Dentatrypa,409.100,388.100,4,0,NaN
Dentilasma,449.500,422.900,5,0,NaN
Dentimargo,33.900,28.400,1,0,NaN
Dentineritaria,242.000,232.000,2,1,0.0025
